"ID","Distance","Elevation"
1,57.6691257943473,604.213881630605
2,57.6204187624264,604.214552663704
3,57.5717117305055,604.206538194738
4,57.5230046985846,604.196767232044
5,57.4742976666637,604.198306308036
6,57.4255906347428,604.183361281807
7,57.3768836028219,604.170741720772
8,57.328176570901,604.179941410005
9,57.2794695389801,604.192244414049
10,57.2307625070592,604.197314022547
11,57.1820554751383,604.200634988818
12,57.1333484432174,604.208994242105
13,57.0846414112965,604.229035547578
14,57.0359343793756,604.245071986415
15,56.9872273474547,604.24638933048
16,56.9385203155338,604.248329455039
17,56.8898132836129,604.254195562187
18,56.841106251692,604.260917569209
19,56.7923992197711,604.26892493862
20,56.7436921878502,604.279319571636
21,56.6949851559293,604.28733025154
22,56.6462781240084,604.289925939905
23,56.5975710920875,604.269823042092
24,56.5488640601666,604.253228765845
25,56.5001570282457,604.256472242127
26,56.4514499963248,604.261619927342
27,56.4027429644039,604.249918477029
28,56.354035932483,604.23294108241
29,56.3053289005621,604.232158227184
30,56.2566218686412,604.236546880176
31,56.2079148367203,604.239053382702
32,56.1592078047994,604.245743166142
33,56.1105007728785,604.249107645141
34,56.0617937409576,604.22575958349
35,56.0130867090367,604.206797298607
36,55.9643796771158,604.185422027587
37,55.9156726451949,604.15182262426
38,55.866965613274,604.141482195444
39,55.8182585813531,604.151210292721
40,55.7695515494322,604.161056059711
41,55.7208445175113,604.180582186425
42,55.6721374855904,604.20245943192
43,55.6234304536695,604.210082726065
44,55.5747234217486,604.212377846603
45,55.5260163898277,604.208070534716
46,55.4773093579068,604.204125753293
47,55.4286023259859,604.192381487962
48,55.379895294065,604.173238516266
49,55.3311882621441,604.157976852644
50,55.2824812302232,604.136484832164
51,55.2337741983023,604.111093047971
52,55.1850671663814,604.105756990942
53,55.1363601344605,604.107033494423
54,55.0876531025396,604.126066266459
55,55.0389460706186,604.147432919756
56,54.9902390386977,604.16664635882
57,54.9415320067769,604.177842479041
58,54.8928249748559,604.184836636637
59,54.844117942935,604.194709238248
60,54.7954109110141,604.202744030443
61,54.7467038790932,604.205714877561
62,54.6979968471723,604.207145354353
63,54.6492898152514,604.214140163557
64,54.6005827833305,604.221367634702
65,54.5518757514096,604.219133672308
66,54.5031687194887,604.211803420966
67,54.4544616875678,604.199198108712
68,54.4057546556469,604.177601150248
69,54.357047623726,604.169367760069
70,54.3083405918051,604.181121105267
71,54.2596335598842,604.202865464599
72,54.2109265279633,604.223025745846
73,54.1622194960424,604.232177918115
74,54.1135124641215,604.244182361125
75,54.0648054322006,604.258458613624
76,54.0160984002797,604.266688207526
77,53.9673913683588,604.268285721184
78,53.9186843364379,604.266957960493
79,53.869977304517,604.26849315797
80,53.8212702725961,604.260508010435
81,53.7725632406752,604.261367619306
82,53.7238562087543,604.2959253514
83,53.6751491768334,604.290423227273
84,53.6264421449125,604.226263153389
85,53.5777351129916,604.208132622962
86,53.5290280810707,604.226898686737
87,53.4803210491498,604.246534156116
88,53.4316140172289,604.252653138988
89,53.382906985308,604.256914015075
90,53.3341999533871,604.266236718099
91,53.2854929214662,604.280399508402
92,53.2367858895453,604.29635591397
93,53.1880788576244,604.303928595563
94,53.1393718257035,604.296324979132
95,53.0906647937826,604.299185900001
96,53.0419577618617,604.320516179059
97,52.9932507299408,604.336634882767
98,52.9445436980199,604.341018958983
99,52.895836666099,604.324240994802
100,52.8471296341781,604.307726500533
101,52.7984226022572,604.292123939978
102,52.7497155703363,604.281428864586
